TermTitle,TermDefinition,ReportTitle,document_id
Student Major,"<p>Student major refers to the enrollment of a student in a major. Since students can be enrolled in more than one major in a given term, it is sometimes insufficient to simply count the students enrolled in a given academic unit. Rather, we count how many majors the students are enrolled in during that term: the number of Student Majors.</p>",Study Abroad Students by Unit,160
Student Class,"<p>Student Class is an indicator of the progress the student has made in his or her studies at a given Student Level.&nbsp;</p>  <p>At the Undergraduate Level, Student Class distinguishes between:</p>  <ul>  <li>Freshmen (students who accumulated 0 to 44.5 Academic Credits)</li>  <li>Sophomores&nbsp;(students who accumulated&nbsp;45 to 89.5&nbsp;Academic Credits)</li>  <li>Juniors&nbsp;(students who accumulated 90 to 134.5&nbsp;Academic Credits)</li>  <li>Seniors (students who accumulated more than 135 Academic Credits)</li>  <li>Non-matriculated students (those not pursuing a Baccalaureate degree)</li>  <li>Visitors (those pursuing a Baccalaureate degree at another institution)</li>  </ul>  <p>At the Post-Baccalaureate level, Student Class distinguishes visiting students from the remaining students.</p>  <p>At the Graduate level, Student Class distinguishes between:</p>  <ul>  <li>Master students</li>  <li>Educational specialist students</li>  <li>Doctoral students</li>  <li>Practice doctorate students</li>  <li>Graduate non-matriculated students</li>  <li>Visiting students</li>  </ul>  <p>Finally, at the professional level, Student Class is an indicator of a student's year in the program (1 through 4), or the student's visitor status.&nbsp;</p>",Study Abroad Students by Unit,160
Gender,<p>There are currently discussions at the UW to define this per national standards. A definition is forthcoming.</p>,Study Abroad Students by Unit,160
Study Abroad Program,"UW Study Abroad Program is an experiential education program through which UW students live in a foreign country, attend a foreign institution and get UW credit for courses taken abroad. Programs vary in duration from short 2 week programs to programs spanning multiple quarters or even a year.",Study Abroad Students by Unit,160
Student Name,"<p>Student Name is an identifier captured during the application process using MyGrad, on-line application for undergraduates, or paper applications. This name is considered the name of record.</p>",Study Abroad Students by Unit,160
Student Number,"Student Number is a unique, numerical student identifier issued during the admission process.",Study Abroad Students by Unit,160
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Study Abroad Students by Unit,160
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Study Abroad Students by Unit,160
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Study Abroad Students by Unit,160
Study Abroad Student,<p>Study Abroad Students are students who have participated in Study Abroad Programs through the UW Study Abroad Office.</p>,Study Abroad Students by Unit,160
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Study Abroad Students by Unit,160
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Study Abroad Students by Unit,160
Supplier,"An individual or entity who sells goods and services for a price to a customer. To be a UW-registered supplier, that individual or entity has provided their federally-registered information for verification and approved for use in the Purchasing and Accounting System (PAS).<br>",Supplier Search,155
Supplier Registration Form,"The Supplier Registration Form (SRF) is an online registration portal for U.S.-based suppliers doing business with the University which contains all IRS Form W-9 information required to required to remit payment and file an information return with the IRS to report, for example, income paid to a supplier. The SRF allows a supplier to submit demographic information to the UW Vendor Control team for review and approval to be added as a registered and validated UW supplier that can be issued payment(s).",Supplier Search,155
